system,organ,keyword,video_id
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,-iXnxWbaJZ8
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,05Gz68xA-G0
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,0kk3FMfEDWQ
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,3JrQeyJJO8M
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,6m7pMyD9a5k
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,7RD3gpwfMC8
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,AjWwUVu5RXk
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,FRTY6G0vIgs
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,GlEQONAGov0
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,IvNnBo0uVc8
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,J4yyxYzJlGs
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,Mur70YjInmI
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,OQdSU-olGZg
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,TCrc-Ys0y6k
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,WMI3fXDuQac
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,YzqC1reztFs
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,aDD8I1rS7dU
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,ccbAU76bH1Q
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,gI9EzIHiQDU
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,hEZX2Q3bQZY
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,ksUP3w-GknI
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,pJBJViis4Vc
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,ql11xKFMKg4
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,rRbLAYAjtLY
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,rflEy8O6sKQ
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,srDdIbFLbJY
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,tzqJd5wlgBo
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,xYTv_1Wrr40
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,zQTw_PVzdOQ
auxiliary_systems_and_tissues,breast,breast_cancer_mammography,zqSPqtudo8Y
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,3JrQeyJJO8M
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,65DFS4cde4U
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,BtfyYyTfIvU
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,FtKtcJzM3n0
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,JmplMABJ-74
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,Jp-5DFPMAN0
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,LjuGY9N0Q5Q
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,S16eUPbZ1Zo
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,SbneZ4pE_zk
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,Uf75N8gsHIA
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,VYONUqvmk-E
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,WSL8zRupSIU
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,XO2rc5PZhhA
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,aTENIan3IYc
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,b64PLWO0CmA
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,e2F2aoHRRoo
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,h3bstw8RDgw
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,jFbI0foXJwU
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,jiY08Frt4JM
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,jidQBGt-6_I
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,mJZNhyd5Cxw
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,pJBJViis4Vc
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,sDd_QenQVRo
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,srDdIbFLbJY
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,sxu_cdN_Oks
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,uX9mPB8syD4
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,vA_00gFpSzk
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,x8zPY6soHww
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,xYTv_1Wrr40
auxiliary_systems_and_tissues,breast,breast_cyst_MRI,yUY2aGpogGc
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,-AvrZf1Wbs0
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,2BydW9CLnvc
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,341xNfPIjhA
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,4TmoqtO1Zco
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,4pFhPk34-N4
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,4sQogoRXqms
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,7CEwf2tKSpM
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,7wHrY0zhj68
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,DPbN1dc1xMc
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,DXk0tcTI0e8
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,Ebk8V2Bc1Ok
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,GaFNUzNR0uw
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,I2cjBjDG1Ek
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,RCpFdtlnXFU
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,VIbFW9BGLA0
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,e_rU1oJV5EU
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,fuGn6zCTQdU
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,gPb0-LzLI1o
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,lSa3nLwnh7c
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,lizXQAX87U4
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,mnM3TZTCRiw
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,p2sJmGGgQHc
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,pJBJViis4Vc
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,pWNGGiVBl3k
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,qDmifacZNr0
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,qZbU37KYJps
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,v8I_tYxBEZE
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,x_oYxvyv11s
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,ybGHlZvYv4o
auxiliary_systems_and_tissues,breast,fibroadenoma_ultrasound,zq9BQbFBNsI
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,0Q-4YvBAxms
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,0Wz-sp9tDDg
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,1pj251RQf2I
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,5zo_n-N_1Ug
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,73jurqo5xtY
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,ASzlYl8arEY
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,AsXr_BJH6mQ
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,BGOVjd31SIE
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,BdPB5iXH1E0
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,DgbKALkive0
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,EnDGLOnJOIM
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,GqHkWdSaDjA
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,L5dPE254BfM
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,MB_mxh143U4
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,OiyQrMy7LvM
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,PSuRdiQxFAw
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,RrIifJh0SdY
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,UXgkqV1Frvo
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,ZetmR-G75PM
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,_LIm_MCXNyQ
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,aiKVA9zwVtI
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,bI6EHlH6FPI
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,kL8cEqpHjhI
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,oDGJKhT60vI
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,qBbIlPfq0hQ
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,s5y1WZxRp88
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,wZ2W3AkjBBo
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,yRgfg7ZDq-w
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,yVXKftNFY9E
auxiliary_systems_and_tissues,ears,hearing_loss_brain_MRI,zZnCogLGzOo
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,0FKiADQeWC4
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,1KhFdG26xxE
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,8zTn2hGGvc8
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,9PLAS9s-R8k
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,ACgBb21ZLgE
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,APiibjkXrig
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,Ddf7RYgHVSQ
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,GqGVVugUzZ0
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,J84bE7u1dgA
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,Ly4CXbHjlAo
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,MitMzSR6AaY
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,Xy4e91hsKow
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,Z2lNG8GAYVU
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,Z831gDfkAes
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,ZJMmA4rpuiE
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,ZRxG_AmDaLI
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,_r2eiEnq8Vw
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,aT1Ml4T0M8s
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,bCaMZLp87KE
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,e7Aahc6WL4Q
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,elhfQRpdyyA
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,h7xMJk59_HE
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,jitY-JNH688
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,kZBocyE_9qc
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,puforvGUiSY
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,u3skv9Q9aP0
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,unDpXRE_PPA
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,vBUzrvBzSWY
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,veC0WYN343w
auxiliary_systems_and_tissues,ears,otitis_media_temporal_bone_CT,zBWG8d10GPg
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,1J4Oho8TVuk
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,5L-jQRN4gaw
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,8UL1K3SbLM0
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,8nIUk9rLfJA
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,A1HBYgJ70l0
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,A6gkIrha1y8
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,C0NTMiH8-dM
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,CwunB3ngGaU
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,EFDyinpwbu8
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,GWcF2mvH7Vg
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,HqWIyqri2CQ
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,IrIQunXEgew
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,JhoEFExcyWA
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,KCXPPIir5LI
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,Piq3r-eW-gM
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,RQOSKt8UUwU
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,WdFkrohTMI4
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,XlI_JXYMzbs
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,b-52DTGcSQI
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,iXJzz0t0fAs
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,jJowp7pKiho
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,lTb3iMGyGZI
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,oMQ_5nb4UTw
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,pxHnjbKo4LI
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,r7JDQYYVoeg
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,v9gEWLOlxWQ
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,vYTezOgTg9M
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,w4KM3M1g-fI
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,zi3qscO0TV0
auxiliary_systems_and_tissues,eyes,glaucoma_OCT,zk4SKOfV1fI
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,0Lr6QMjz2RM
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,0gZ8LfUqBGM
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,2xpw6siyqPg
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,6hwrmk6fd7c
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,AwpjRwCg_Mo
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,ENFICibds88
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,EdjsJmw6oaA
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,GUll6rsS5Lo
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,Giri9X02Hqo
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,IZsLJkYFzwg
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,JfnGqHY4Izo
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,S2Oh4ePrC5Y
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,USIG_KjlvNs
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,WdYCYrN_h1c
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,XYE8ktYxLMw
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,Y3_YhO8RXUM
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,Yo5fu9MNKWI
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,Yuw4k1qqaMk
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,_nFy0imSU0U
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,aE7IyaqQw0I
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,cGYnuwRAwv4
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,de_MHlIIdBM
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,ia6JZRgyDuk
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,ivf_F0RpyEQ
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,kJMjiRlRgm4
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,ozZQIZ_52YY
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,qaE9R-E0r3E
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,v0w__dNt4wQ
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,vmAzP-Zzyy4
auxiliary_systems_and_tissues,eyes,macular_degeneration_fundus_photography,wgh3vyz-bc0
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,-D2iyuVipAM
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,11sCoY2wv0k
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,1Y9a_PHghzg
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,2Mb2rCu_NhY
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,A0gQmqWcIn8
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,Eqmv-0bWjKg
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,JijIfSzOG9U
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,KehlwMBlXCg
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,PAJ5UomIm4w
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,PO5UsX506c0
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,Rwh1Crc-6xI
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,S0IhjgeoMUc
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,U8wXC4Mhwk4
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,UcF66rOo-Go
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,VS5XwALrIOY
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,WAwXCflANd4
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,ZCw1HNs1rhw
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,aM5hM8IvM3c
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,cK9nFEKLg28
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,fuCrHc86P6g
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,gNLTZipajwM
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,ivMn-tvVxMI
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,nFsiCg9jbgs
auxiliary_systems_and_tissues,eyes,retinal_detachment_ultrasound,nhgHRDUHf-Y
